Time,Open,High,Low,Close,Volume,Date,Day,Month,Quarter,Year,Tomorrow,Target,Moving Average,MACD,Signal Line,RSI,Day_enc,Month_enc,Close_Ratio_2,Trend_2,Close_Ratio_5,Trend_5,Close_Ratio_60,Trend_60,Close_Ratio_250,Trend_250,Close_Ratio_1000,Trend_1000
2013-04-19 00:00,1.30523,1.31271,1.3048,1.3051,218227,2013-04-19,Friday,April,2,2013,1.30575,1,1.2985950000000002,0.0028503827965324913,0.0017412800722563155,64.77987421383635,0,0,0.9999463671399128,1.0,0.9982728525774883,2.0,0.9935732284125959,30.0,1.0150762348619007,117.0,0.967183330997326,503.0
2013-04-22 00:00,1.30573,1.30836,1.30154,1.30593,188853,2013-04-22,Monday,April,2,2013,1.2994,0,1.3010160000000002,0.002590817741146667,0.0020668444783805066,55.94584705451878,1,0,1.0003178822150647,1.0,0.9988129855707383,3.0,0.9946942985448834,30.0,1.0157216630354875,118.0,0.967855069141388,504.0
2013-04-23 00:00,1.30592,1.30824,1.2973,1.2994,240542,2013-04-23,Tuesday,April,2,2013,1.30155,1,1.3019599999999998,0.0019437645748658916,0.0020422284976775837,50.2547247329499,3,0,0.9974935996591602,1.0,0.9966221916791175,2.0,0.9903408612398621,29.0,1.0106423108662328,118.0,0.9630922646836662,503.0
2013-04-24 00:00,1.29938,1.3033,1.29611,1.30155,213280,2013-04-24,Wednesday,April,2,2013,1.30038,0,1.3027950000000001,0.0015861728967272448,0.001951017377487516,48.83367139959438,4,0,1.0008266210423113,1.0,0.9985469264502349,3.0,0.9926764166991021,29.0,1.0122888624659108,119.0,0.9647520208906784,504.0
2013-04-25 00:00,1.30157,1.30933,1.29894,1.30038,228263,2013-04-25,Thursday,April,2,2013,1.30274,1,1.303719,0.0011945990987924926,0.0017997337217485114,50.2006335797256,2,0,0.9995503337906861,1.0,0.9983938234372792,2.0,0.9925507932552223,28.0,1.0113565483310494,119.0,0.9639566155920439,503.0
2013-04-26 00:00,1.30037,1.30475,1.29912,1.30274,219260,2013-04-26,Friday,April,2,2013,1.30406,1,1.3046115,0.001062458953985601,0.0016522787681959295,47.75219298245622,0,0,1.0009066043824333,1.0,1.000568356374808,3.0,0.9951264971889515,28.0,1.0131566802779768,120.0,0.9657794810981031,503.0
2013-04-29 00:00,1.30402,1.31158,1.30318,1.30943,200220,2013-04-29,Monday,April,2,2013,1.31678,1,1.3056855,0.0014604087919078967,0.0015178796422599466,41.336116910229805,1,0,1.0025610890562253,2.0,1.0051661932908573,3.0,1.0007669517546458,28.0,1.018275756941668,121.0,0.9708092343654919,503.0
2013-04-30 00:00,1.30941,1.31858,1.30557,1.31678,221604,2013-04-30,Tuesday,April,2,2013,1.31792,1,1.3065700000000002,0.0023499737910721574,0.001684298472022389,41.31776112825035,3,0,1.002798709927995,2.0,1.0081183546474595,4.0,1.0069162822446744,28.0,1.023853441675592,122.0,0.976325844387134,503.0
2013-05-01 00:00,1.31679,1.32427,1.31606,1.31792,179838,2013-05-01,Wednesday,May,2,2013,1.30658,0,1.3073195,0.0031110862685814755,0.0019696560313342062,38.51418478860807,4,8,1.0004326868334155,2.0,1.006468364580549,4.0,1.0082282436816796,29.0,1.0245973647684166,123.0,0.9772410544964266,503.0
2013-05-02 00:00,1.31793,1.32148,1.30384,1.30658,242088,2013-05-02,Thursday,May,2,2013,1.31131,1,1.307246,0.0027673301040254117,0.002129190845872447,27.024093770349438,2,8,0.9956791769860925,1.0,0.9968642470759675,4.0,0.9999570143027573,29.0,1.0156649240120827,123.0,0.968896629568145,503.0
2013-05-03 00:00,1.30658,1.31565,1.30351,1.31131,203894,2013-05-03,Friday,May,2,2013,1.31206,1,1.3075515000000002,0.0028437908855951655,0.002272110853816991,36.14329471301111,0,8,1.0018067986049835,1.0,0.9991664152197036,4.0,1.0039010953536722,30.0,1.019237029213708,123.0,0.9724666265837169,503.0
2013-05-06 00:00,1.31207,1.31396,1.30534,1.30727,120991,2013-05-06,Monday,May,2,2013,1.3075,1,1.3073805,0.0025840240213714782,0.0024399345095699196,30.38270522933101,1,8,0.9984571790817925,2.0,0.9964160820505316,4.0,1.0012283640139252,31.0,1.0160145221364125,124.0,0.9695366205010639,504.0
2013-05-07 00:00,1.30722,1.31315,1.30677,1.3075,173590,2013-05-07,Tuesday,May,2,2013,1.31602,1,1.3072725,0.002300984898902625,0.0024121445874364608,30.0393400270097,3,8,1.000087961847505,2.0,0.9980032302483139,4.0,1.001886791007054,31.0,1.016062317203978,125.0,0.9697662269295395,505.0
2013-05-08 00:00,1.3075,1.31944,1.30726,1.31602,196320,2013-05-08,Wednesday,May,2,2013,1.30315,0,1.307808,0.0027326666702003344,0.0024762490039892354,36.280014974062794,4,8,1.0032475452826737,2.0,1.0047979134726388,4.0,1.008781477949721,32.0,1.0224926631050688,126.0,0.9761362422196318,506.0
2013-05-09 00:00,1.31602,1.3177,1.30098,1.30315,206567,2013-05-09,Thursday,May,2,2013,1.29899,0,1.307076,0.0020130707169980777,0.002383613346591004,31.02108006767567,2,8,0.9950862296070893,1.0,0.9954929147091404,4.0,0.999322486730594,32.0,1.0123369707497034,126.0,0.9666602180617512,505.0
2013-05-10 00:00,1.30316,1.30506,1.2935,1.29899,245448,2013-05-10,Friday,May,2,2013,1.2967,0,1.306858,0.0010944918850934737,0.002125789054291498,33.95536744901891,0,8,0.9984013158400393,0.0,0.9941863757915668,3.0,0.9966060915426951,31.0,1.0089564644128608,126.0,0.9636419471242402,505.0
2013-05-13 00:00,1.2967,1.2997,1.29415,1.2987,202552,2013-05-13,Monday,May,2,2013,1.29363,0,1.306111,-0.00037959770520279434,0.0013133305273714902,32.98676748582227,1,8,0.9998883623527056,0.0,0.9952700341489433,2.0,0.9968442603866406,31.0,1.0085852842071714,125.0,0.9634993262812385,504.0
2013-05-14 00:00,1.29868,1.30289,1.29181,1.29363,238221,2013-05-14,Tuesday,May,2,2013,1.28824,0,1.305505,-0.0012178785413068383,0.0008070887136358244,35.77174559144048,3,8,0.9980442304799158,0.0,0.9934966492537428,1.0,0.9935358179686341,30.0,1.0045045736200606,125.0,0.9598121447238797,504.0
2013-05-15 00:00,1.29362,1.29424,1.2843,1.28824,233509,2013-05-15,Wednesday,May,2,2013,1.28828,1,1.3046205,-0.0022907438283821246,0.0001875222052322346,34.99929208551599,4,8,0.9979123658433615,0.0,0.9935968136782303,0.0,0.9898907288928288,30.0,1.0001610207691949,125.0,0.9558987237382272,503.0
2013-05-16 00:00,1.28824,1.29297,1.28463,1.28828,228662,2013-05-16,Thursday,May,2,2013,1.28381,0,1.3040645000000002,-0.003102011573772545,-0.0004703845505687214,27.4952621604548,2,8,1.0000155248164189,1.0,0.9959120819315258,1.0,0.9903136144291977,31.0,1.000030304889545,126.0,0.9560169425781472,503.0
2013-05-17 00:00,1.2883,1.28887,1.2796,1.28381,191831,2013-05-17,Friday,May,2,2013,1.28306,0,1.3031774999999999,-0.004058850843537076,-0.0011880778091623925,30.09897326796778,0,8,0.9982621136896452,1.0,0.9947912953727609,1.0,0.98732286698239,31.0,0.9964350597485375,125.0,0.9527889339065825,503.0
2013-05-20 00:00,1.28307,1.29035,1.28192,1.28903,169987,2013-05-20,Monday,May,2,2013,1.29198,1,1.301626,-0.004888869671389129,-0.0025096774264517794,36.97798426693406,1,8,1.0020288863668165,0.0,1.0003352480758156,1.0,0.9915605214763882,30.0,1.0003734744193926,125.0,0.956756524498999,502.0
2013-05-21 00:00,1.28903,1.29327,1.2841,1.29198,213540,2013-05-21,Tuesday,May,2,2013,1.28421,0,1.3010220000000001,-0.004650152132503305,-0.0029377723676620843,39.77599515665191,3,8,1.0011429634135474,1.0,1.0028813880341667,2.0,0.9940175935630977,30.0,1.00252008896681,126.0,0.9590370311530705,503.0
2013-05-22 00:00,1.29197,1.29978,1.28335,1.28421,271096,2013-05-22,Wednesday,May,2,2013,1.29228,1,1.299761,-0.005029958594828798,-0.0033562096130954275,38.05937726285301,4,8,0.99698391811163,1.0,0.9974741002064527,2.0,0.9884360096189987,29.0,0.9964086428566841,125.0,0.9533655114330366,502.0
2013-05-23 00:00,1.28422,1.29539,1.28214,1.29228,278935,2013-05-23,Thursday,May,2,2013,1.29323,1,1.298536,-0.004626445611240149,-0.0036102568127243722,46.20351347951859,2,8,1.0031321681822944,1.0,1.0031189307765036,2.0,0.994822705372521,30.0,1.0025594793927433,126.0,0.9594446642695399,503.0
2013-05-24 00:00,1.29229,1.29928,1.29043,1.29323,214442,2013-05-24,Friday,May,2,2013,1.29357,1,1.2973015,-0.004181796457587872,-0.0037245647416970723,38.38063679585075,0,8,1.0003674323441023,2.0,1.0023904271299529,3.0,0.995663257744563,31.0,1.00316686817452,127.0,0.9602404055928119,503.0
2013-05-27 00:00,1.29357,1.29485,1.29159,1.29339,83775,2013-05-27,Monday,May,2,2013,1.28445,0,1.295755,-0.0033986438082982406,-0.003664833605361691,43.94463667820062,1,8,1.0000618567860762,2.0,1.0018373097818931,4.0,0.9959152579981262,32.0,1.0031487355791795,127.0,0.9604526373372678,504.0
2013-05-28 00:00,1.29339,1.29468,1.2841,1.28445,231547,2013-05-28,Tuesday,May,2,2013,1.29465,1,1.2943745,-0.0037910219786765342,-0.00369007128002466,38.41936093779547,3,8,0.9965319802625454,1.0,0.9960744839908431,3.0,0.9892886433535303,31.0,0.9961084417416038,126.0,0.9539060520064279,504.0
2013-05-29 00:00,1.28446,1.2975,1.2838,1.29465,262918,2013-05-29,Wednesday,May,2,2013,1.30419,1,1.2937435000000002,-0.0032415630297855103,-0.00360036962997683,46.68521853003772,4,8,1.0039548679772012,1.0,1.00236141220192,4.0,0.9971846629278607,32.0,1.003902740236915,126.0,0.9615573650908429,505.0
2013-05-30 00:00,1.29465,1.30614,1.29333,1.30419,257540,2013-05-30,Thursday,May,2,2013,1.29953,0,1.293578,-0.0020131087190615737,-0.0032829174477937793,50.93228655544648,2,8,1.0036708685413491,2.0,1.0078888268924913,4.0,1.0046175633793217,32.0,1.011169782461148,126.0,0.968717788930225,505.0
2013-05-31 00:00,1.30419,1.30484,1.2944,1.29953,214498,2013-05-31,Friday,May,2,2013,1.29942,0,1.2927535,-0.0013994409973370203,-0.002906222157702428,51.604447256621256,0,8,0.9982102530225985,1.0,1.0033105782548744,3.0,1.0010394033496108,32.0,1.0074451696572924,125.0,0.9653468249874186,504.0
2013-06-03 00:00,1.29944,1.31074,1.29556,1.30704,214242,2013-06-03,Monday,June,2,2013,1.30715,1,1.2929695,8.908659710349376e-05,-0.001988000714546643,60.43432203389857,1,6,1.0028811810156641,0.0,1.0069862832172034,2.0,1.006775047224033,32.0,1.0131181374004732,124.0,0.9710219514227816,503.0
2013-06-04 00:00,1.30702,1.31012,1.30418,1.30715,240407,2013-06-04,Tuesday,June,2,2013,1.30865,1,1.293492,0.0008807613555754656,-0.0014142483005222212,53.989945479005975,3,6,1.0000420780432946,1.0,1.0035608117238075,3.0,1.006806395837471,33.0,1.013080051979071,124.0,0.971200586998494,503.0
2013-06-05 00:00,1.30714,1.31142,1.30529,1.30865,278390,2013-06-05,Wednesday,June,2,2013,1.32423,1,1.2939895000000001,0.0016106403104403366,-0.0008092705783297096,51.427717147555924,4,6,1.0005734383362643,2.0,1.0025572430192935,3.0,1.007796920430134,34.0,1.014115017978272,124.0,0.9724105507313826,504.0
2013-06-06 00:00,1.30864,1.33054,1.30749,1.32423,319331,2013-06-06,Thursday,June,2,2013,1.32187,0,1.2955195000000002,0.0034069769239617465,3.3978922128581656e-05,58.03138926564639,2,6,1.0059174744006563,2.0,1.011387590504995,3.0,1.0194935290598859,34.0,1.0259681357414503,125.0,0.9840698221627256,505.0
2013-06-07 00:00,1.32423,1.32846,1.31918,1.32187,297739,2013-06-07,Friday,June,2,2013,1.32024,0,1.297201,0.0045872751035132,0.0009446381584055053,64.82683982683996,0,6,0.999108121386191,1.0,1.0061516774395869,3.0,1.0174880967073094,33.0,1.023932857109704,124.0,0.9823862523030567,505.0
2013-06-10 00:00,1.32024,1.32689,1.31775,1.32528,237372,2013-06-10,Monday,June,2,2013,1.33121,1,1.3008725,0.006252694774696144,0.0027078601787327624,67.68334011115634,1,6,1.0012881778516518,0.0,1.0059539894158045,3.0,1.0197081403991488,33.0,1.026335581439459,124.0,0.9849846255574569,504.0
2013-06-11 00:00,1.32528,1.33173,1.3232,1.33121,319561,2013-06-11,Tuesday,June,2,2013,1.33438,1,1.3032800000000002,0.007377627551885757,0.0036418136533633615,69.95967741935488,3,6,1.0022322688961751,1.0,1.0067778510536602,3.0,1.02368234505982,34.0,1.0306638462778899,125.0,0.9894536347494279,504.0
2013-06-12 00:00,1.33122,1.33591,1.32655,1.33438,286391,2013-06-12,Wednesday,June,2,2013,1.33586,1,1.3055475,0.008427787106072504,0.00459900834390519,64.81501932633914,4,6,1.0011892301516736,2.0,1.0052629437830816,3.0,1.0255879471114362,34.0,1.0328384386121912,126.0,0.9918740924223459,504.0
2013-06-13 00:00,1.33438,1.33902,1.32785,1.33586,313444,2013-06-13,Thursday,June,2,2013,1.33467,0,1.3077415000000001,0.009272581205722608,0.005533722916268673,73.31546241013791,2,6,1.0005542572952246,2.0,1.0046175134614805,3.0,1.0261265947372473,35.0,1.03369019398146,127.0,0.993041616907788,504.0
2013-06-14 00:00,1.33587,1.33728,1.32948,1.33467,227959,2013-06-14,Friday,June,2,2013,1.33546,1,1.3102645000000002,0.009733857708801752,0.00637374987477529,73.6152032999412,0,6,0.9995543955694187,1.0,1.0017939171945835,3.0,1.0247420588127276,34.0,1.0325507670213558,126.0,0.9922200232196747,504.0
2013-06-17 00:00,1.33545,1.33815,1.33184,1.33619,169718,2013-06-17,Monday,June,2,2013,1.33929,1,1.3145715,0.01023669657901416,0.007734115150554083,76.03081105573168,1,6,1.000569105082258,1.0,1.0012949038638794,4.0,1.0252466904816773,34.0,1.0334764412169641,127.0,0.9934049373353215,505.0
2013-06-18 00:00,1.3362,1.34155,1.33255,1.33929,217462,2013-06-18,Tuesday,June,2,2013,1.32817,0,1.3168575,0.010515681391512599,0.008290428398745787,70.34299692916272,3,6,1.001158670593688,2.0,1.0024040512604804,4.0,1.0269261174572608,34.0,1.03562140485594,127.0,0.9957640196077981,505.0
2013-06-19 00:00,1.33929,1.34155,1.3262,1.32817,186764,2013-06-19,Wednesday,June,2,2013,1.32276,0,1.3185965,0.00972735688402282,0.008577814095801193,47.87669480685605,4,6,0.9958312402060387,1.0,0.9950061280936386,3.0,1.017739581669086,34.0,1.0267793377706582,127.0,0.9875671983946117,504.0
2013-06-20 00:00,1.32817,1.33002,1.31612,1.32276,260296,2013-06-20,Thursday,June,2,2013,1.31215,0,1.3205120000000001,0.008567303701413564,0.008575712016923668,48.849446320584185,2,6,0.9979592067689452,0.0,0.9929020519195084,2.0,1.0130591935336255,33.0,1.0223328517166312,127.0,0.9836195766738584,503.0
2013-06-21 00:00,1.32277,1.32541,1.30985,1.31215,190095,2013-06-21,Friday,June,2,2013,1.31066,0,1.321387,0.00671441526829919,0.008203452667198774,45.39156880966449,0,6,0.9959732970006566,0.0,0.9882790846207611,2.0,1.0045446878139639,32.0,1.0138704180034395,127.0,0.9758171660945749,502.0
2013-06-24 00:00,1.31066,1.31438,1.3059,1.3135,198944,2013-06-24,Monday,June,2,2013,1.30753,0,1.322409,0.003945708920879865,0.006850126547134584,35.5004101722722,1,6,1.0005141583988726,0.0,0.9926887922525683,1.0,1.005210744135282,32.0,1.014656914177344,127.0,0.976904897240984,501.0
2013-06-25 00:00,1.3135,1.31506,1.3065,1.30753,193163,2013-06-25,Tuesday,June,2,2013,1.30162,0,1.3228145,0.0025457302603157927,0.005989247289770826,32.59887005649718,3,6,0.9977222694894755,0.0,0.9929436172846445,0.0,1.0003149421564739,32.0,1.0097891463448465,127.0,0.9725523462709136,501.0
2013-06-26 00:00,1.30755,1.3087,1.29849,1.30162,189870,2013-06-26,Wednesday,June,2,2013,1.30361,1,1.3225434999999999,0.0009484167198698934,0.00498108117579064,30.19752259792436,4,6,0.9977348945058735,0.0,0.9924575604340639,0.0,0.9955811693539185,31.0,1.0049852245661188,127.0,0.9682440830844503,501.0
2013-06-27 00:00,1.30162,1.30546,1.3,1.30361,187496,2013-06-27,Thursday,June,2,2013,1.30096,0,1.3223664999999998,-0.0001551014866887357,0.003953844643294765,25.268817204301044,2,6,1.0007638481055416,1.0,0.9968860931021457,1.0,0.9969630944469214,31.0,1.0062581117166418,128.0,0.9698206565692019,501.0
2013-06-28 00:00,1.30363,1.31029,1.29913,1.30096,184065,2013-06-28,Friday,June,2,2013,1.3008,0,1.3219819999999998,-0.001229309751238139,0.0029172137643881844,24.73270351303968,0,6,0.9989825575814818,1.0,0.9965651533118233,1.0,0.9949170488216448,30.0,1.003976579477353,127.0,0.9679422044697701,501.0
2013-07-01 00:00,1.30077,1.30708,1.30074,1.30679,139497,2013-07-01,Monday,July,3,2013,1.29748,0,1.3200565000000002,-0.002226669270230852,0.0010905341203220184,32.213644898810614,1,5,1.0022356437541942,0.0,1.0020611884653194,1.0,0.9993264105072313,30.0,1.0082259460584806,127.0,0.9723715128415075,500.0
2013-07-02 00:00,1.30678,1.30779,1.29634,1.29748,167350,2013-07-02,Tuesday,July,3,2013,1.30208,1,1.3189185,-0.0030669693054181657,0.0002590334351739816,33.3797468354428,3,5,0.9964251018519587,0.0,0.9964580075755015,1.0,0.992340567864649,29.0,1.000833076211046,126.0,0.9655324745872957,500.0
2013-07-03 00:00,1.29745,1.30288,1.29229,1.30208,190919,2013-07-03,Wednesday,July,3,2013,1.28924,0,1.3177585,-0.0033234212497337268,-0.0004574575018075601,38.77812158295125,4,5,1.0017695302281924,1.0,0.9999201341745866,2.0,0.9958983542426844,30.0,1.004150759207011,127.0,0.9690456205271143,500.0
2013-07-04 00:00,1.30208,1.30208,1.2883,1.28924,145509,2013-07-04,Thursday,July,3,2013,1.28303,0,1.3156599999999998,-0.004510744895568131,-0.0012681149805596743,37.06018073447381,2,5,0.9950449963725052,1.0,0.9922497325503538,1.0,0.9863590540570524,29.0,0.9940596370397765,127.0,0.9595870813218567,500.0
2013-07-05 00:00,1.28924,1.29053,1.28063,1.28303,169717,2013-07-05,Friday,July,3,2013,1.28128,0,1.3130925,-0.005884964334377907,-0.002191484851323321,38.896175966097935,0,5,0.9975857899831667,0.0,0.9902031605496232,1.0,0.9819598122763279,29.0,0.98906585892942,127.0,0.9550689142036692,499.0
2013-07-08 00:00,1.28128,1.28819,1.28117,1.28606,145143,2013-07-08,Monday,July,3,2013,1.27766,0,1.3079329999999998,-0.007473069250888642,-0.004022631035800444,43.992740471869205,1,5,1.001179405937511,0.0,0.9957277067277394,1.0,0.9845205528215418,29.0,0.9911763829995686,127.0,0.9574293753084142,498.0
2013-07-09 00:00,1.28606,1.2898,1.27552,1.27766,185258,2013-07-09,Tuesday,July,3,2013,1.31164,1,1.305043,-0.008401860036237663,-0.004898476835887888,40.598481464939574,3,5,0.9967235111478633,0.0,0.9922694223579427,1.0,0.9785911328917354,28.0,0.9844853140428479,127.0,0.9512979186376481,497.0
2013-07-10 00:00,1.27769,1.3206,1.27648,1.31164,234601,2013-07-10,Wednesday,July,3,2013,1.30867,0,1.3038155,-0.006323142161097861,-0.005183409900929883,63.46454962503091,4,5,1.0131232379407562,1.0,1.0171489368961928,1.0,1.0045109457541572,29.0,1.0103637232373086,127.0,0.9767022076341231,497.0
2013-07-11 00:00,1.31175,1.3147,1.30056,1.30867,255977,2013-07-11,Thursday,July,3,2013,1.30679,0,1.3022845,-0.004859381522044348,-0.005118604225152776,64.79959610691944,2,5,0.9988665463246715,1.0,1.011796705148862,1.0,1.002192513901365,28.0,1.0078246319372723,126.0,0.9745989938127596,496.0
2013-07-12 00:00,1.30865,1.31001,1.2999,1.30679,166713,2013-07-12,Friday,July,3,2013,1.30607,0,1.3012155,-0.0038071544513096356,-0.004856314270384149,66.68398493310816,0,5,0.9992811971890222,0.0,1.0066447690738614,1.0,1.0007312050997756,28.0,1.006144457579892,125.0,0.9733077033961652,496.0
2013-07-15 00:00,1.30609,1.30791,1.2993,1.3058,170027,2013-07-15,Monday,July,3,2013,1.3148,1,1.3000634999999998,-0.0023493107197354313,-0.004057392804127951,73.48780415165152,1,5,0.9996210656857755,0.0,1.0028323216436068,1.0,0.9999747287746595,27.0,1.005135102689276,125.0,0.9726848593795131,495.0
2013-07-16 00:00,1.3058,1.31745,1.3053,1.3148,204919,2013-07-16,Tuesday,July,3,2013,1.31163,0,1.3002705,-0.0010972895809462369,-0.0034653721594916083,70.31061721783375,3,5,1.0034343280164848,1.0,1.0040166776119859,2.0,1.0066690163436967,28.0,1.0117960583602241,125.0,0.9794998970623682,495.0
2013-07-17 00:00,1.31478,1.31768,1.30829,1.31163,210148,2013-07-17,Wednesday,July,3,2013,1.31086,0,1.3001770000000001,-0.00035673410661329896,-0.0028436445489159468,73.36621454993843,4,5,0.998793038459049,1.0,1.0015975099615284,1.0,1.0041127669298529,27.0,1.0090838549814414,125.0,0.9772541549171543,494.0
2013-07-18 00:00,1.31163,1.31255,1.3066,1.31086,176914,2013-07-18,Thursday,July,3,2013,1.31427,1,1.3003434999999999,0.00016611401836685857,-0.0022416928354593857,77.05439133506005,2,5,0.9997063859156755,0.0,1.0006748215234478,1.0,1.0033891282033487,27.0,1.0082028018633147,125.0,0.9767984183326149,493.0
2013-07-19 00:00,1.31087,1.31532,1.30893,1.31427,160363,2013-07-19,Friday,July,3,2013,1.31581,1,1.300976,0.0008458826175006262,-0.0016241777448673834,76.64539708217256,0,5,1.0012989832884467,1.0,1.0021334805470494,2.0,1.00585133678421,27.0,1.0105899759489012,125.0,0.9794536810118781,494.0
2013-07-22 00:00,1.31582,1.32179,1.3144,1.31909,163636,2013-07-22,Monday,July,3,2013,1.32211,1,1.3024925,0.0022422894951603656,-0.00035234799077271184,78.92863436123366,1,5,1.001830361211532,2.0,1.0037743602231135,3.0,1.0094158528695032,27.0,1.014045828915219,125.0,0.9831550082140016,495.0
2013-07-23 00:00,1.31908,1.32386,1.31631,1.32211,176635,2013-07-23,Tuesday,July,3,2013,1.31904,0,1.303558,0.0030457369508194443,0.00032726899754571945,76.44772638942875,3,5,1.0011434196577313,2.0,1.0049544235598877,3.0,1.011658096175021,27.0,1.0161059529878131,126.0,0.9855224485496841,495.0
2013-07-24 00:00,1.32211,1.3256,1.31767,1.31904,209747,2013-07-24,Wednesday,July,3,2013,1.32737,1,1.3041705000000001,0.0033956090377225134,0.0009409370055810783,77.28649303452465,4,5,0.9988376275486058,1.0,1.0014927027638538,3.0,1.009294563518207,26.0,1.0134913973401998,126.0,0.9833465654915493,495.0
2013-07-25 00:00,1.31904,1.32958,1.31655,1.32737,207813,2013-07-25,Thursday,July,3,2013,1.32786,1,1.3056649999999999,0.0042955303703362535,0.0016118556785321135,82.95981965256613,2,5,1.0031476604154308,1.0,1.0052969760128934,4.0,1.0153992439793933,27.0,1.0195843271061444,127.0,0.9896579967664575,496.0
2013-07-26 00:00,1.32737,1.32968,1.32525,1.32786,171957,2013-07-26,Friday,July,3,2013,1.32856,1,1.306954,0.004990733347508325,0.002287631212327356,69.3463740458018,0,5,1.0001845414521529,2.0,1.003602162809294,4.0,1.0155597920330317,27.0,1.0196508040394963,128.0,0.990127219335161,496.0
2013-07-29 00:00,1.32857,1.32949,1.32388,1.3263,358892,2013-07-29,Monday,July,3,2013,1.32656,1,1.3110835,0.005716948679013623,0.0034929735591259677,68.51553509781408,1,5,0.9994122434216475,2.0,1.0013317871314937,4.0,1.0141206920611012,27.0,1.0181598008678103,129.0,0.9890640228308462,496.0
2013-07-30 00:00,1.32631,1.33012,1.3234,1.32656,377247,2013-07-30,Tuesday,July,3,2013,1.33003,1,1.3133475000000001,0.005815581810740156,0.003957495209448806,63.620185585356666,3,5,1.0000980074334869,2.0,1.0008555739814975,4.0,1.0140731804363439,27.0,1.0180648179189968,130.0,0.9893557519485192,497.0
2013-07-31 00:00,1.32656,1.33447,1.32141,1.33003,430083,2013-07-31,Wednesday,July,3,2013,1.32116,0,1.315546,0.006103393161115855,0.004386674799782216,59.10895456550526,4,5,1.0013061857494006,2.0,1.0018122600977384,5.0,1.0165443316702973,27.0,1.020410793695667,131.0,0.9920435723157645,497.0
2013-08-01 00:00,1.33007,1.33107,1.31932,1.32116,221416,2013-08-01,Thursday,August,3,2013,1.32805,1,1.3177210000000001,0.005551753698747719,0.0046196905795753175,42.86814109742432,2,1,0.9966543325827271,1.0,0.9960629743165994,4.0,1.009533369595381,27.0,1.013339827740513,130.0,0.9855233485844929,497.0
2013-08-02 00:00,1.32117,1.32937,1.31892,1.32805,188781,2013-08-02,Friday,August,3,2013,1.32771,0,1.3185414999999998,0.0056059193199837765,0.00481693632765701,45.615054857225665,0,1,1.0026007753254744,1.0,1.0012288716997633,4.0,1.014422771507964,28.0,1.0183277994004114,131.0,0.9907585846931741,497.0
2013-08-05 00:00,1.32771,1.32999,1.32329,1.32576,163917,2013-08-05,Monday,August,3,2013,1.33071,1,1.3204420000000001,0.0053004084192525,0.005032096796741546,48.52415802434886,1,1,0.9991370896936858,1.0,0.9995838083346904,3.0,1.01232482980103,28.0,1.016289111561739,130.0,0.9891533651195049,496.0
2013-08-06 00:00,1.32575,1.33229,1.3246,1.33071,173496,2013-08-06,Tuesday,August,3,2013,1.334,1,1.321674,0.005433569863009469,0.005112391409995131,51.398349489127774,3,1,1.001863375080464,1.0,1.0026884839753396,3.0,1.0156252881952796,29.0,1.0198237783504205,130.0,0.9929511963714688,496.0
2013-08-07 00:00,1.33072,1.33453,1.32654,1.334,189715,2013-08-07,Wednesday,August,3,2013,1.33791,1,1.3230840000000001,0.005738427747856045,0.005237598677567314,51.40630627680828,4,1,1.0012346559287877,2.0,1.0045664851318137,3.0,1.0175439890088975,30.0,1.0220924282320256,130.0,0.9955081314917588,497.0
2013-08-08 00:00,1.334,1.34003,1.33278,1.33791,179525,2013-08-08,Thursday,August,3,2013,1.33413,0,1.3242395,0.006223790161933973,0.005434836974440646,52.10417607951989,2,1,1.0014633726435396,2.0,1.0049756400953664,4.0,1.0198829571277308,30.0,1.0248307927309883,130.0,0.9985297712459952,497.0
2013-08-09 00:00,1.3379,1.33903,1.33324,1.33413,136471,2013-08-09,Friday,August,3,2013,1.33384,0,1.3253644999999998,0.006231595014423386,0.005594188582437194,51.051383399209605,0,1,0.9985853505187049,1.0,1.0012217617684624,3.0,1.0163517138281213,30.0,1.0216753260656972,130.0,0.9958117581458796,497.0
2013-08-12 00:00,1.33384,1.33402,1.3277,1.32917,139295,2013-08-12,Monday,August,3,2013,1.3265,0,1.3272585,0.005632040239885505,0.005689658452162289,51.435459127766734,1,1,0.9981376487815867,0.0,0.9969891627862321,3.0,1.0120573481651287,30.0,1.0176303927704042,130.0,0.9922206117806686,497.0
2013-08-13 00:00,1.32917,1.3317,1.32333,1.3265,183814,2013-08-13,Tuesday,August,3,2013,1.32646,0,1.327793,0.004954102101698998,0.00554254718206963,55.0099655734735,3,1,0.9989946039982378,0.0,0.9956152399308885,2.0,1.009582087053147,29.0,1.0153702484652716,129.0,0.990344577125068,496.0
2013-08-14 00:00,1.32652,1.32799,1.32389,1.32646,163244,2013-08-14,Wednesday,August,3,2013,1.33505,1,1.3281615,0.004363306100536368,0.005306698965762979,57.315461582027496,4,1,0.9999849225016584,0.0,0.9967133391542448,1.0,1.0090108821536357,29.0,1.0151113737411015,129.0,0.9904380015424269,495.0
2013-08-15 00:00,1.32646,1.33627,1.32054,1.33505,213624,2013-08-15,Thursday,August,3,2013,1.33283,0,1.3288084999999998,0.004535949619847379,0.005152549096579859,64.71414451438389,2,1,1.0032274911610328,1.0,1.0035992909667422,1.0,1.0149947503548549,29.0,1.021422068017154,130.0,0.9969712475747438,495.0
